"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"9457";"«Поворот на дер. Юрово (47-й км)», Калужское шоссе (9457)";"37.25954773";"55.41434058";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А512; А515; А513; А514; А303; А503; А508";"Поворот на дер. Юрово (47-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139829";"{type=Point, coordinates=[37.25954773, 55.41434058]}";
"9458";"«49-й км.», шоссе А-107 (9458)";"37.23547667";"55.39886187";"проезд без названия";"Троицкий административный округ";"поселение Краснопахорское";"А512; А513; А514; А874";"49-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139830";"{type=Point, coordinates=[37.23547667, 55.39886187]}";
"9459";"«49-й км.», Калужское шоссе (9459)";"37.23955611";"55.39930083";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А512; А515; А513; А514; А303; А503; А508";"49-й км.";"";"нет";"";"активна";"889139831";"{type=Point, coordinates=[37.23955611, 55.39930083]}";
"9460";"«Чириково», Калужское шоссе (9460)";"37.23110842";"55.39269039";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А515; А303; А503; А508; А874; А512";"Чириково";"";"да";"ГУП «Мосгортранс»";"активна";"889139833";"{type=Point, coordinates=[37.23110842, 55.39269039]}";
"9461";"«Чириково», Калужское шоссе (9461)";"37.23238328";"55.39353964";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А515; А303; А503; А508; А874";"Чириково";"";"да";"ГУП «Мосгортранс»";"активна";"889139834";"{type=Point, coordinates=[37.23238328, 55.39353964]}";
"9463";"«Поворот на пос. Армейский», Калужское шоссе (9463)";"37.22550288";"55.38728904";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А515; А303; А503; А508; А874";"Поворот на пос. Армейский";"";"да";"ГУП «Мосгортранс»";"активна";"889139835";"{type=Point, coordinates=[37.22550288, 55.38728904]}";
"9466";"«Подсобное хоз-во», Калужское шоссе (9466)";"37.20093249";"55.36931164";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Подсобное хоз-во";"";"да";"ГУП «Мосгортранс»";"активна";"889139838";"{type=Point, coordinates=[37.20093249, 55.36931164]}";
"9467";"«Подсобное хоз-во», Калужское шоссе (9467)";"37.20149869";"55.36968614";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Подсобное хоз-во";"";"да";"ГУП «Мосгортранс»";"активна";"889139839";"{type=Point, coordinates=[37.20149869, 55.36968614]}";
"9468";"«Голохвастово», Калужское шоссе (9468)";"37.20675938";"55.37437904";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Голохвастово";"";"да";"ГУП «Мосгортранс»";"активна";"889139840";"{type=Point, coordinates=[37.20675938, 55.37437904]}";
"9469";"«Голохвастово», Калужское шоссе (9469)";"37.20803928";"55.37492704";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Голохвастово";"";"да";"ГУП «Мосгортранс»";"активна";"889139841";"{type=Point, coordinates=[37.20803928, 55.37492704]}";
"9470";"«Бабенки - 1», Калужское шоссе (9470)";"37.19318238";"55.35880184";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Бабенки - 1";"";"да";"ГУП «Мосгортранс»";"активна";"889139842";"{type=Point, coordinates=[37.19318238, 55.35880184]}";
"9471";"«Бабенки - 1», Калужское шоссе (9471)";"37.19348279";"55.35866984";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Бабенки - 1";"";"да";"ГУП «Мосгортранс»";"активна";"889139843";"{type=Point, coordinates=[37.19348279, 55.35866984]}";
"9472";"«Бабенки - 2», Калужское шоссе (9472)";"37.18483888";"55.35347984";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Бабенки - 2";"";"да";"ГУП «Мосгортранс»";"активна";"889139844";"{type=Point, coordinates=[37.18483888, 55.35347984]}";
"9473";"«Бабенки - 2», Калужское шоссе (9473)";"37.18538788";"55.35357494";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"Бабенки - 2";"";"да";"ГУП «Мосгортранс»";"активна";"889139845";"{type=Point, coordinates=[37.18538788, 55.35357494]}";
"9474";"«58-й км. (сады-огороды)», Калужское шоссе (9474)";"37.17137198";"55.33791265";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"58-й км. (сады-огороды)";"";"да";"ГУП «Мосгортранс»";"активна";"889139846";"{type=Point, coordinates=[37.17137198, 55.33791265]}";
"9475";"«58-й км. (сады-огороды)», Калужское шоссе (9475)";"37.1717971";"55.33819139";"Калужское шоссе";"Троицкий административный округ";"поселение Вороновское";"А303; А503; А508; А874";"58-й км. (сады-огороды)";"";"да";"ГУП «Мосгортранс»";"активна";"889139847";"{type=Point, coordinates=[37.1717971, 55.33819139]}";
